187.990035,331.803397,0.824453,0.746125,0.000000
111.686777,155.321777,0.795040,0.724085,0.000000
90.856305,65.979165,0.772465,0.844878,0.000000
61.204648,59.721149,0.747202,0.859645,0.000000
71.902131,71.045309,0.789696,0.873011,0.000000
47.837301,57.150915,0.792154,0.871293,0.000000
65.553944,54.847859,0.778756,0.909374,0.000000
25.982461,32.833106,0.824429,0.910133,0.000000
32.492398,29.297243,0.760656,0.875248,0.000000
52.709130,46.777187,0.735530,0.864170,0.000000
49.885166,54.071073,0.759725,0.883013,0.000000
55.003660,51.039019,0.751376,0.861725,0.000000
47.903786,46.318202,0.751444,0.867506,0.000000
38.851632,40.805125,0.856110,0.909033,0.000000
58.728576,46.818432,0.806474,0.901436,0.000000
54.513144,45.290368,0.851023,0.907927,0.000000
55.554400,46.797817,0.805088,0.896493,0.000000
54.304416,54.031736,0.814835,0.901549,0.000000
52.120559,45.830418,0.835204,0.903793,0.000000
57.169102,50.883425,0.867805,0.908675,0.000000
57.899623,57.660593,0.770366,0.811958,0.000000
60.636765,59.415899,0.786237,0.834877,0.000000
64.037352,59.307274,0.841437,0.875063,0.000000
65.623723,62.942867,0.791512,0.844492,0.000000
53.251810,48.964327,0.727737,0.858668,0.000000
59.337115,57.301929,0.772425,0.821281,0.000000
55.039377,53.461923,0.787889,0.839073,0.000000
69.311267,65.550029,0.773566,0.823689,0.000000
67.232970,63.930759,0.781956,0.838058,0.000000
60.985747,59.351022,0.785508,0.852576,0.000000
46.485066,47.597787,0.770862,0.846046,0.000000
45.349504,47.825508,0.790293,0.863291,0.000000
43.252114,47.260807,0.782492,0.859889,0.000000
47.655832,49.946346,0.783834,0.854166,0.000000
55.627633,53.770889,0.816321,0.874737,0.000000
72.255105,64.244918,0.710721,0.823863,0.000000
54.010526,53.991051,0.792115,0.862792,0.000000
50.311932,50.603552,0.820859,0.880315,0.000000
49.232749,54.098715,0.816922,0.884305,0.000000
54.034576,58.008263,0.828678,0.887284,0.000000
52.139796,48.918724,0.825090,0.899381,0.000000
51.736181,41.602772,0.841092,0.807636,0.000000
58.659445,49.137805,0.856434,0.828819,0.000000
55.827860,52.678646,0.835247,0.788405,0.000000
58.957667,58.983899,0.835023,0.790257,0.000000
58.853458,62.895248,0.858742,0.821094,0.000000
72.255105,64.244918,0.710721,0.823863,0.000000
58.620061,80.740653,0.837110,0.793589,0.000000
49.561776,64.286923,0.892435,0.813309,0.000000
45.198545,57.389409,0.895463,0.817053,0.000000
39.545172,47.341974,0.903482,0.828664,0.000000
37.610403,44.940549,0.909467,0.854967,0.000000
68.239409,94.902604,0.911564,0.867832,0.000000
64.056687,96.798302,0.898842,0.860211,0.000000
49.710596,94.207003,0.935588,0.894137,0.000000
50.371102,74.629848,0.906212,0.846593,0.000000
49.409930,69.960633,0.899439,0.836289,0.000000
20.127541,23.142121,0.819947,0.917807,0.000000
53.432071,77.482906,0.899377,0.833859,0.000000
32.275805,49.367244,0.917933,0.859289,0.000000
53.447460,55.421450,0.890747,0.783942,0.000000
45.847208,52.088310,0.890697,0.798227,0.000000
58.826622,75.956733,0.890588,0.788566,0.000000
60.854765,71.129488,0.877724,0.781987,0.000000
60.258190,69.419165,0.882404,0.771418,0.000000
29.954498,32.375884,0.923618,0.904944,0.000000
18.562266,47.192571,0.960104,0.938414,0.000000
54.687260,78.417782,0.880396,0.799496,0.000000
22.535341,22.551637,0.823725,0.916632,0.000000
45.380813,71.705134,0.904362,0.819773,0.000000
49.560800,79.921659,0.906717,0.820319,0.000000
28.909418,32.088084,0.898795,0.909293,0.000000
52.729408,52.009394,0.854637,0.785855,0.000000
53.278923,50.647547,0.855652,0.778840,0.000000
48.750456,44.584454,0.885511,0.805907,0.000000
39.773973,46.922709,0.892869,0.819355,0.000000
36.319340,41.793326,0.914767,0.861274,0.000000
30.117694,33.567316,0.894335,0.836888,0.000000
28.720577,36.965309,0.899100,0.848082,0.000000
40.960445,40.472051,0.836282,0.890561,0.000000
20.401640,24.861682,0.909345,0.857515,0.000000
26.554427,28.101232,0.910309,0.858620,0.000000
34.561430,29.131371,0.902298,0.856364,0.000000
35.894709,28.288096,0.854442,0.814467,0.000000
28.947684,27.844285,0.905757,0.862951,0.000000
25.660200,26.934519,0.910500,0.851213,0.000000
31.014487,28.310172,0.905647,0.850976,0.000000
22.360298,35.962116,0.946310,0.904623,0.000000
36.907848,42.827151,0.893374,0.873632,0.000000
36.471819,42.327323,0.893893,0.873786,0.000000
44.091762,42.078858,0.824330,0.899765,0.000000
55.115193,54.430637,0.869117,0.799779,0.000000
49.131396,54.648502,0.862820,0.796135,0.000000
51.216308,56.772708,0.871509,0.817249,0.000000
54.058955,62.929708,0.881624,0.810541,0.000000
36.274585,37.891444,0.867573,0.803499,0.000000
35.684583,41.481168,0.890923,0.814922,0.000000
40.557362,44.380629,0.879854,0.810444,0.000000
34.840489,37.833273,0.882849,0.810255,0.000000
42.194329,45.610566,0.872949,0.796412,0.000000
80.459747,119.315774,0.869594,0.786824,0.000000
53.785888,45.318294,0.867365,0.888612,0.000000
67.624416,104.124739,0.915436,0.913174,0.000000
27.456065,30.800550,0.868572,0.809613,0.000000
79.142290,129.883194,0.875562,0.778509,0.000000
48.500518,82.097821,0.918013,0.810398,0.000000
28.596000,32.037993,0.905575,0.834417,0.000000
14.154797,19.723349,0.937456,0.895234,0.000000
18.707120,24.408032,0.924984,0.885363,0.000000
29.727199,27.111446,0.909155,0.857244,0.000000
37.986205,42.925230,0.927552,0.892400,0.000000
26.892026,25.937869,0.925808,0.872543,0.000000
105.548461,144.509752,0.795105,0.726165,0.000000
23.588012,25.318497,0.856877,0.905482,0.000000
27.923822,28.248052,0.913965,0.861225,0.000000
28.329637,28.037712,0.888628,0.846421,0.000000
30.340639,31.437750,0.887081,0.846259,0.000000
31.551896,32.358868,0.880413,0.838340,0.000000
252.264865,160.673351,0.764056,0.825232,0.000000
201.380491,109.967333,0.808533,0.855985,0.000000
166.345119,241.338076,0.808732,0.760456,0.000000
95.474185,166.076388,0.810053,0.740446,0.000000
43.543581,47.002595,0.870743,0.816378,0.000000
45.832905,45.112013,0.826604,0.783406,0.000000
26.247983,25.291152,0.851602,0.890788,0.000000
210.202904,313.299776,0.795926,0.729306,0.000000
154.292873,260.698170,0.835500,0.776630,0.000000
208.639218,387.104218,0.786617,0.691739,0.000000
56.872572,54.826269,0.820472,0.892444,0.000000
58.918910,51.987307,0.808099,0.887367,0.000000
57.168582,51.933648,0.773841,0.870772,0.000000
46.566920,43.878341,0.786250,0.892518,0.000000
70.044291,57.149028,0.780438,0.871672,0.000000
69.297151,50.816223,0.764971,0.874692,0.000000
54.139082,44.182027,0.780674,0.879239,0.000000
17.840874,14.083580,0.869573,0.898855,0.000000
55.111653,44.848119,0.780700,0.883484,0.000000
71.092487,56.188408,0.767069,0.865132,0.000000
39.448705,37.174262,0.901535,0.820068,0.000000
42.286113,53.949326,0.883252,0.782227,0.000000
45.649679,58.220786,0.870572,0.751258,0.000000
39.593941,37.708122,0.912855,0.871732,0.000000
58.537473,64.154827,0.861686,0.746861,0.000000
67.420150,77.757136,0.851048,0.750119,0.000000
52.828592,48.788732,0.872709,0.781615,0.000000
53.519495,48.081654,0.895905,0.824765,0.000000
136.677667,320.922926,0.925597,0.808857,0.000000
53.782366,48.722958,0.877478,0.794376,0.000000
50.430452,44.891357,0.891225,0.822753,0.000000
52.221252,49.727340,0.876591,0.800562,0.000000
51.360533,43.016725,0.896142,0.839274,0.000000
53.225089,54.814060,0.872454,0.799895,0.000000
58.019004,61.606710,0.874942,0.790518,0.000000
57.418427,64.812412,0.899463,0.866729,0.000000
53.607957,50.921115,0.896507,0.828368,0.000000
55.134568,54.103816,0.874582,0.777751,0.000000
64.027422,71.177809,0.847328,0.761300,0.000000
32.317034,30.644869,0.908818,0.841569,0.000000
64.679203,70.685216,0.846868,0.765494,0.000000
64.138966,71.495812,0.880226,0.819099,0.000000
65.643613,72.411855,0.849194,0.763469,0.000000
55.692079,69.494121,0.887005,0.807246,0.000000
53.706366,56.714496,0.908438,0.859775,0.000000
57.961885,80.634540,0.864325,0.770983,0.000000
57.300814,76.859646,0.878756,0.788523,0.000000
46.637257,53.262576,0.888925,0.791515,0.000000
69.977209,96.899689,0.868142,0.786261,0.000000
46.373294,55.913762,0.888552,0.794038,0.000000
31.137460,30.718292,0.915111,0.857789,0.000000
52.384645,65.171068,0.864447,0.775398,0.000000
46.069242,57.982200,0.880344,0.791473,0.000000
51.725437,65.234484,0.865865,0.770915,0.000000
43.800113,52.423385,0.909811,0.876090,0.000000
51.665149,66.315987,0.867250,0.779357,0.000000
44.193564,54.403603,0.902225,0.823155,0.000000
50.199010,59.284662,0.896665,0.840944,0.000000
46.193300,52.082687,0.870919,0.767977,0.000000
49.692267,55.556549,0.902760,0.852887,0.000000
53.040151,59.586795,0.901290,0.853402,0.000000
3.775000,4.366549,0.833720,0.709104,0.000000
50.263312,44.138136,0.874146,0.802327,0.000000
57.581116,59.540667,0.888875,0.853130,0.000000
49.954129,53.224737,0.879775,0.779877,0.000000
75.916711,137.323170,0.911310,0.825791,0.000000
70.356147,154.009565,0.870066,0.763830,0.000000
64.304490,176.320427,0.898352,0.787268,0.000000
96.999251,236.736175,0.872455,0.769042,0.000000
94.787551,315.814806,0.871267,0.732793,0.000000
109.449872,297.743448,0.849300,0.728570,0.000000
85.684711,254.779894,0.877990,0.743830,0.000000
